enrollment_id,user_id,course_id,enrollment_date
84,918,6,2023-07-27
85,953,18,2024-01-17
86,749,8,2023-07-12
87,886,42,2022-06-11
88,773,38,2022-02-06
89,451,48,2023-06-10
90,279,7,2023-08-15
91,68,16,2023-08-06
92,608,20,2023-03-13
93,598,10,2023-11-12
94,764,28,2022-12-12
95,108,24,2022-07-29
96,779,19,2022-08-11
97,666,2,2023-10-28
98,717,30,2022-04-25
99,967,31,2023-06-18
100,497,42,2023-01-27
101,788,31,2024-01-01
102,555,41,2023-12-13
103,604,8,2023-04-27
104,398,17,2024-01-25
105,618,45,2023-09-09
106,692,5,2023-10-01
107,251,21,2023-02-05
108,407,26,2022-09-20
109,405,29,2022-07-25
110,932,31,2022-04-13
111,600,48,2023-05-15
112,869,37,2023-06-09
113,655,33,2022-06-10
114,828,4,2022-10-30
115,717,24,2023-07-28
116,916,22,2022-07-02
117,908,30,2022-08-09
118,185,8,2022-12-17
119,621,36,2022-04-11
120,196,26,2023-05-18
121,942,4,2023-09-02
122,332,34,2023-04-10
123,562,12,2023-03-23
124,349,22,2022-06-14
125,68,39,2022-12-15
126,50,47,2023-11-19
127,161,44,2024-01-12
128,170,50,2023-07-22
129,772,22,2023-09-05
130,703,20,2023-11-26
131,679,28,2024-01-18
132,747,23,2023-10-01
133,612,29,2023-08-03
134,570,8,2023-06-28
135,649,41,2022-04-03
136,788,34,2022-04-15
137,692,43,2022-02-08
138,468,35,2023-03-16
139,329,49,2024-01-23
140,559,8,2023-04-18
141,50,50,2023-08-26
142,985,41,2022-09-19
143,242,27,2022-06-18
144,973,21,2022-04-09
145,677,47,2023-02-14
146,550,1,2023-06-18
147,65,2,2023-08-11
148,673,27,2022-08-17
149,517,45,2023-02-25
150,222,43,2022-04-19
151,522,27,2023-03-22
152,715,21,2023-11-14
153,820,14,2023-05-13
154,203,7,2023-05-01
155,11,35,2023-01-09
156,627,24,2023-08-26
157,219,27,2024-01-20
158,989,8,2023-01-07
159,716,13,2022-02-21
160,35,50,2023-03-28
161,700,22,2022-12-31
162,381,40,2022-11-03
163,955,27,2022-05-21
164,847,42,2022-03-31
165,833,41,2023-03-21
166,715,45,2022-09-08
167,673,29,2023-12-22
168,191,6,2022-01-06
169,678,17,2023-04-03
170,582,7,2022-01-19
171,839,25,2023-07-03
172,95,47,2022-09-08
173,666,36,2023-07-03
174,310,2,2023-07-30
175,791,32,2023-05-24
176,321,13,2022-07-07
177,996,14,2024-01-07
178,245,37,2022-01-16
179,722,4,2022-07-02
180,459,21,2023-08-16
181,502,31,2023-08-03
182,436,24,2023-08-10
183,197,20,2022-06-28
184,830,34,2022-07-06
185,276,16,2022-01-13
186,420,50,2022-01-31
187,727,9,2023-11-12
188,635,38,2022-12-12
189,578,18,2023-07-27
190,331,33,2023-07-04
191,633,35,2023-06-02
192,543,19,2022-01-01
193,856,28,2022-11-19
194,424,1,2023-01-24
195,269,36,2022-09-18
196,6,25,2023-05-20
197,547,33,2022-06-17
198,996,11,2023-10-06
199,47,10,2022-05-17
200,191,20,2023-02-02
201,726,16,2022-09-24
202,878,44,2022-04-21
203,790,45,2022-06-12
204,951,23,2023-03-07
205,792,42,2023-01-10
206,779,40,2023-09-02
207,485,49,2022-10-01
208,92,44,2023-04-23
209,177,35,2022-03-13
210,455,20,2022-02-21
211,994,41,2022-03-13
212,705,25,2023-12-07
213,996,27,2023-11-11
214,622,17,2022-03-10
215,795,2,2023-03-25
216,819,44,2022-08-11
217,822,36,2022-06-26
218,9,45,2023-04-25
219,414,29,2022-06-24
220,32,12,2023-09-22
221,793,10,2022-08-28
222,299,33,2023-01-28
223,915,12,2022-01-24
224,547,31,2022-04-28
225,747,15,2024-01-20
226,176,29,2022-07-17
227,951,13,2023-07-06
228,30,35,2022-01-28
229,716,2,2022-06-11
230,988,15,2023-05-07
231,38,35,2022-06-28
232,141,9,2023-10-02
233,755,7,2022-02-17
234,212,18,2023-12-18
235,243,30,2022-05-29
236,779,6,2022-06-23
237,970,20,2023-09-08
238,477,28,2023-08-23
239,625,40,2023-10-11
240,483,26,2022-09-24
241,781,22,2023-03-22
242,370,43,2022-11-13
243,294,2,2022-10-31
244,103,19,2023-04-25
245,645,7,2023-04-21
246,149,27,2022-01-13
247,877,50,2023-05-31
248,600,22,2022-10-24
249,829,10,2022-11-30
250,868,7,2022-03-24
251,549,40,2023-04-15
252,271,42,2022-05-07
253,829,7,2023-11-10
254,894,43,2022-02-12
255,38,2,2023-02-25
256,381,19,2023-03-20
257,248,12,2023-04-03
258,249,27,2023-10-01
259,714,43,2022-09-01
260,110,27,2022-05-05
261,44,17,2022-08-17
262,130,38,2022-08-05
263,678,2,2023-08-08
264,646,13,2022-11-17
265,606,44,2022-05-23
266,274,13,2023-05-06
267,851,14,2023-10-31
268,186,35,2023-04-20
269,704,24,2023-02-14
270,240,37,2023-12-14
271,775,47,2023-06-27
272,705,18,2023-02-09
273,230,47,2022-07-08
274,465,33,2023-02-20
275,703,16,2023-07-16
276,188,26,2024-01-06
277,3,49,2022-04-26
278,147,43,2022-12-21
279,306,27,2022-10-16
280,336,45,2022-10-31
281,11,39,2023-06-29
282,229,4,2022-05-27
283,18,6,2022-10-12
284,334,7,2023-12-24
285,642,20,2022-12-11
286,573,38,2022-06-05
287,317,33,2023-11-25
288,91,46,2023-07-14
289,776,5,2023-07-13
290,934,25,2023-01-19
291,194,8,2022-09-18
292,449,26,2023-01-08
293,890,10,2022-05-18
294,52,35,2023-12-13
295,887,13,2022-08-31
296,229,8,2023-02-22
297,100,45,2022-03-28
298,801,37,2022-02-16
299,695,30,2023-07-25
300,919,18,2022-05-28
301,386,8,2023-02-05
302,880,28,2022-03-24
303,409,42,2024-01-11
304,748,48,2024-01-26
305,690,8,2022-02-25
306,439,12,2023-04-28
307,898,28,2023-09-18
308,661,2,2024-01-04
309,609,9,2022-02-13
310,600,38,2022-04-20
311,871,25,2024-01-01
312,822,2,2022-08-11
313,640,42,2023-11-27
314,472,33,2022-06-16
315,781,4,2023-08-11
316,283,5,2023-05-07
317,9,28,2023-12-03
318,64,45,2022-03-19
319,29,21,2022-08-12
320,956,31,2023-08-15
321,83,41,2022-08-08
322,77,35,2023-12-12
323,485,46,2023-02-01
324,303,15,2022-11-26
325,757,5,2022-07-06
326,753,13,2023-12-09
327,588,29,2023-02-13
328,323,9,2023-02-20
329,239,10,2023-12-09
330,477,43,2022-12-18
331,321,44,2022-04-14
332,939,35,2024-01-10
333,973,46,2023-09-01
334,74,20,2022-06-29
335,807,21,2022-03-29
336,632,38,2022-07-16
337,671,23,2023-08-02
338,644,23,2022-07-01
339,317,33,2022-10-25
340,662,38,2022-09-09
341,897,48,2022-12-07
342,86,41,2022-06-09
343,213,38,2023-09-16
344,2,39,2022-06-06
345,513,31,2023-03-08
346,864,5,2022-10-22
347,21,37,2022-06-01
348,606,8,2023-01-17
349,952,21,2022-04-26
350,404,32,2022-04-17
351,759,23,2022-06-09
352,946,28,2022-07-14
353,786,30,2023-08-01
354,130,37,2023-07-20
355,187,14,2023-08-28
356,377,29,2022-12-21
357,334,49,2023-03-27
358,611,9,2023-11-05
359,524,14,2022-08-18
360,523,4,2022-10-25
361,659,26,2024-01-27
362,710,40,2022-07-15
363,544,10,2022-02-23
364,574,29,2022-02-17
365,324,2,2022-02-06
366,185,25,2023-09-13
367,953,1,2022-01-28
368,447,49,2022-04-21
369,971,17,2023-06-28
370,804,15,2023-12-18
371,870,35,2022-07-04
372,612,26,2023-09-11
373,542,25,2024-01-04
374,435,31,2022-02-21
375,794,47,2022-10-30
376,630,17,2023-01-07
377,353,27,2023-11-16
378,539,23,2022-08-01
379,582,45,2022-10-28
380,67,38,2022-06-23
381,609,20,2022-11-25
382,898,6,2023-08-19
383,450,1,2023-01-23
384,177,2,2022-08-30
385,521,21,2023-02-08
386,625,11,2022-06-18
387,564,22,2022-09-08
388,999,22,2023-04-20
389,756,33,2023-04-09
390,498,39,2022-10-27
391,472,4,2022-03-24
392,934,4,2022-12-09
393,107,49,2023-05-23
394,987,33,2022-06-16
395,397,14,2022-10-26
396,373,9,2024-01-11
397,442,21,2022-06-11
398,755,50,2023-11-11
399,592,15,2023-10-29
400,675,1,2023-01-27
401,787,47,2022-07-10
402,127,44,2023-08-03
403,277,7,2023-05-10
404,407,42,2022-12-21
405,141,3,2023-09-08
406,272,20,2023-04-13
407,294,5,2022-05-25
408,439,10,2023-05-06
409,1,34,2023-09-04
410,941,3,2023-11-09
411,352,47,2024-01-10
412,990,4,2022-08-22
413,421,16,2022-02-05
414,890,50,2022-10-29
415,796,4,2023-04-17
416,287,26,2023-11-24
417,493,32,2023-05-23
418,538,38,2022-08-19
419,950,21,2022-06-03
420,982,16,2023-01-28
421,453,1,2023-08-09
422,188,43,2023-04-08
423,937,50,2022-04-30
424,238,8,2022-10-09
425,542,17,2022-04-06
426,943,42,2022-01-22
427,690,26,2022-12-26
428,119,35,2022-08-29
429,962,47,2023-11-11
430,807,29,2023-09-26
431,935,14,2022-01-28
432,880,25,2024-01-31
433,930,1,2023-11-21
434,226,38,2023-03-21
435,9,48,2022-09-12
436,351,8,2023-05-12
437,520,48,2022-08-05
438,775,25,2023-12-25
439,851,24,2023-04-18
440,166,13,2023-01-01
441,587,31,2022-04-21
442,499,11,2022-07-01
443,268,2,2023-07-19
444,983,37,2023-03-27
445,98,20,2023-11-13
446,217,10,2022-07-08
447,497,44,2024-01-07
448,99,4,2022-05-01
449,126,27,2022-01-26
450,599,33,2024-01-06
451,682,13,2023-10-23
452,863,36,2023-11-15
453,898,11,2024-01-19
454,760,12,2022-09-14
455,326,14,2022-08-31
456,177,31,2023-02-01
457,612,45,2023-07-18
458,960,12,2023-09-27
459,413,48,2022-03-30
460,181,1,2022-12-04
461,10,29,2023-05-24
462,240,7,2023-10-31
463,294,33,2022-07-08
464,225,1,2022-12-30
465,845,43,2023-11-01
466,195,32,2023-07-22
467,1,32,2022-10-17
468,142,44,2023-01-25
469,226,42,2022-09-24
470,724,15,2022-10-18
471,925,26,2022-07-18
472,970,43,2023-02-12
473,709,15,2023-05-03
474,708,35,2023-02-15
475,518,39,2022-08-29
476,572,47,2022-10-30
477,868,25,2022-04-18
478,679,5,2023-02-05
479,617,48,2022-11-29
480,328,23,2022-05-27
481,390,14,2023-09-23
482,988,33,2022-09-06
483,602,32,2022-04-13
484,694,41,2022-03-26
485,468,37,2023-08-06
486,780,9,2022-07-15
487,88,45,2022-10-24
488,302,37,2023-03-12
489,471,16,2023-11-28
490,551,36,2023-06-21
491,163,36,2023-07-26
492,126,15,2023-03-10
493,252,13,2024-01-25
494,586,23,2023-10-05
495,214,17,2023-06-16
496,98,9,2022-10-25
497,680,22,2023-06-06
498,82,37,2023-04-18
499,680,41,2022-04-19
500,891,27,2023-12-01
501,874,48,2022-03-01
502,495,33,2022-11-08
503,592,43,2023-09-08
504,827,43,2022-06-24
505,345,5,2022-06-29
506,170,40,2023-09-12
507,298,20,2022-03-15
508,531,36,2023-08-16
509,979,32,2023-11-13
510,536,25,2023-01-01
511,957,11,2023-07-19
512,261,33,2022-05-16
513,207,34,2022-05-26
514,167,27,2023-11-06
515,542,48,2022-08-22
516,372,28,2022-05-15
517,748,21,2022-01-13
518,311,41,2022-02-04
519,501,38,2022-06-18
520,403,16,2023-04-10
521,13,26,2023-08-10
522,526,39,2022-09-20
523,861,34,2022-10-21
524,901,16,2023-02-13
525,568,29,2023-12-24
526,101,25,2022-06-26
527,401,5,2023-05-30
528,789,46,2023-02-13
529,114,19,2022-07-02
530,198,13,2023-03-07
531,371,48,2022-06-10
532,793,31,2023-10-29
533,620,2,2023-03-20
534,646,14,2022-10-09
535,160,35,2023-12-26
536,66,5,2022-08-03
537,870,31,2023-09-15
538,857,49,2022-09-18
539,869,31,2023-03-25
540,487,37,2023-06-29
541,608,23,2023-02-01
542,898,10,2022-11-04
543,702,40,2023-09-01
544,105,5,2022-10-18
545,104,31,2022-08-18
546,480,6,2023-04-26
547,694,2,2023-12-13
548,968,5,2023-08-19
549,924,12,2023-01-27
550,971,7,2022-09-11
551,800,31,2023-08-16
552,243,36,2022-08-22
553,216,3,2022-06-16
554,703,37,2023-08-22
555,823,11,2023-07-15
556,512,35,2022-12-01
557,298,27,2023-09-10
558,252,40,2023-12-29
559,13,35,2024-01-26
560,72,27,2022-05-20
561,218,46,2023-05-31
562,274,29,2022-09-21
563,980,25,2022-02-22
564,359,39,2023-11-27
565,924,2,2022-11-09
566,972,38,2023-10-02
567,134,43,2022-11-14
568,837,23,2022-06-21
569,939,8,2022-05-24
570,114,49,2023-05-27
571,15,37,2022-02-21
572,481,41,2023-09-14
573,225,14,2023-06-09
574,306,35,2023-04-27
575,149,50,2023-01-17
576,211,7,2022-02-28
577,848,22,2023-04-01
578,187,41,2023-10-04
579,902,29,2024-01-18
580,804,39,2022-12-12
581,878,5,2023-06-08
582,722,25,2023-10-03
583,351,36,2022-09-10
584,525,49,2023-01-16
585,893,43,2024-01-22
586,839,48,2022-02-25
587,63,17,2022-07-23
588,681,10,2022-08-13
589,855,29,2023-06-20
590,442,15,2022-10-07
591,582,42,2023-10-03
592,744,7,2022-07-19
593,131,23,2023-10-19
594,413,18,2022-06-08
595,127,27,2023-11-07
596,91,39,2022-07-17
597,112,34,2022-03-10
598,310,31,2023-02-19
599,710,39,2022-11-10
600,943,14,2022-10-15
601,768,22,2022-08-31
602,398,37,2023-12-16
603,454,42,2022-06-20
604,640,30,2022-12-14
605,799,28,2023-01-31
606,700,39,2023-01-25
607,654,13,2023-10-06
608,923,39,2022-04-23
609,957,32,2022-10-15
610,577,43,2022-07-05
611,48,10,2022-03-02
612,419,50,2022-08-06
613,55,42,2023-06-28
614,757,10,2022-10-22
615,479,43,2022-06-18
616,29,19,2023-04-17
617,39,48,2022-02-05
618,729,8,2023-07-03
619,91,1,2023-01-23
620,625,1,2022-01-20
621,325,34,2024-01-06
622,10,30,2023-04-05
623,48,24,2023-12-16
624,740,43,2023-11-09
625,997,29,2022-10-04
626,773,11,2022-10-17
627,639,11,2022-03-19
628,36,16,2022-05-05
629,472,14,2023-12-16
630,472,1,2022-08-19
631,154,33,2023-02-26
632,536,21,2023-03-14
633,120,31,2023-03-08
634,331,4,2023-10-04
635,18,14,2022-12-29
636,262,22,2022-07-26
637,471,32,2022-07-15
638,982,33,2023-06-18
639,263,19,2023-11-18
640,767,16,2023-08-19
641,646,28,2023-06-30
642,854,19,2023-09-07
643,980,48,2023-07-13
644,578,25,2023-08-24
645,843,43,2022-09-21
646,550,47,2023-03-05
647,350,13,2022-08-23
648,728,1,2022-06-04
649,47,13,2023-01-25
650,257,17,2023-03-07
651,504,23,2023-02-17
652,736,27,2024-01-21
653,197,4,2023-01-16
654,294,14,2022-08-14
655,767,40,2022-07-16
656,594,1,2022-03-29
657,181,4,2023-04-05
658,930,50,2022-12-26
659,720,48,2023-06-15
660,477,1,2023-01-01
661,262,38,2022-09-10
662,539,6,2022-10-15
663,873,29,2023-04-08
664,264,45,2023-09-20
665,287,6,2023-11-16
666,832,33,2023-12-22
667,848,50,2022-05-19
668,888,3,2023-04-30
669,128,43,2023-03-02
670,299,32,2023-08-08
671,458,39,2024-01-20
672,304,27,2022-12-13
673,908,7,2023-12-25
674,87,33,2022-08-01
675,183,10,2022-10-03
676,470,21,2023-04-21
677,786,29,2023-04-05
678,669,47,2022-04-23
679,521,12,2023-11-17
680,826,33,2022-05-13
681,943,30,2022-10-18
682,73,38,2022-12-26
683,113,2,2023-01-27
684,942,13,2022-04-12
685,421,44,2023-09-05
686,539,22,2023-08-19
687,42,7,2023-10-27
688,418,22,2023-01-25
689,565,40,2023-03-21
690,634,1,2023-10-14
691,675,31,2022-08-05
692,499,29,2023-12-01
693,978,1,2022-11-21
694,552,40,2023-12-31
695,28,19,2022-11-29
696,696,24,2022-04-19
697,862,26,2022-12-05
698,293,9,2022-04-09
699,304,8,2022-10-30
700,429,28,2022-08-26
701,164,2,2022-06-01
702,429,31,2023-01-13
703,454,33,2023-12-13
704,770,24,2022-04-17
705,532,12,2022-09-07
706,374,50,2022-07-30
707,552,34,2022-08-05
708,268,25,2023-04-12
709,764,2,2023-12-12
710,874,29,2023-01-22
711,788,33,2023-12-06
712,700,10,2022-11-16
713,439,25,2023-03-22
714,904,3,2022-10-23
715,13,12,2022-01-24
716,943,18,2022-12-09
717,307,23,2023-08-28
718,530,30,2023-03-11
719,657,4,2023-03-29
720,368,14,2023-07-20
721,736,17,2023-03-18
722,203,35,2022-01-14
723,658,36,2023-06-17
724,827,39,2023-02-03
725,108,41,2023-08-21
726,16,12,2023-02-13
727,894,46,2022-01-12
728,179,10,2022-03-23
729,285,43,2023-10-04
730,941,11,2023-02-14
731,11,36,2022-11-28
732,51,39,2022-04-08
733,753,35,2022-06-09
734,588,24,2023-12-27
735,335,27,2023-04-09
736,779,36,2023-05-10
737,105,48,2023-12-19
738,456,34,2023-07-27
739,894,18,2023-10-29
740,234,4,2022-11-22
741,128,5,2023-11-25
742,71,47,2022-05-28
743,805,17,2022-07-19
744,742,23,2024-01-01
745,210,15,2023-09-16
746,248,23,2022-05-13
747,729,15,2023-05-01
748,50,8,2022-06-05
749,36,11,2022-11-12
750,292,1,2022-06-13
751,646,50,2022-07-27
752,42,47,2022-03-31
753,171,38,2023-07-27
754,262,25,2022-05-18
755,829,25,2023-11-14
756,732,36,2022-12-21
757,324,24,2023-10-27
758,785,50,2023-05-31
759,777,7,2023-01-15
760,411,21,2023-07-30
761,557,27,2022-05-29
762,378,30,2023-01-27
763,635,5,2022-08-29
764,803,21,2023-02-17
765,209,33,2023-09-12
766,461,37,2024-01-19
767,188,24,2023-06-14
768,457,16,2023-08-12
769,72,7,2023-08-26
770,751,34,2022-09-09
771,952,19,2023-11-22
772,453,12,2023-07-29
773,938,10,2023-04-08
774,894,7,2023-03-24
775,32,8,2023-11-24
776,547,26,2023-03-28
777,267,14,2023-11-18
778,805,2,2023-03-01
779,543,16,2022-01-11
780,525,44,2023-03-22
781,15,28,2022-10-09
782,260,10,2023-08-17
783,445,41,2022-08-15
784,768,24,2023-08-11
785,690,2,2023-09-28
786,898,13,2022-11-28
787,562,33,2023-02-12
788,81,32,2023-09-05
789,438,12,2023-03-01
790,179,45,2022-12-04
791,293,13,2023-10-08
792,880,17,2023-08-24
793,481,12,2022-07-03
794,575,24,2022-05-05
795,259,12,2023-08-09
796,557,2,2023-11-05
797,440,29,2022-08-06
798,609,1,2023-01-03
799,106,14,2022-03-13
800,819,31,2022-09-13
801,684,1,2023-10-02
802,706,15,2023-07-28
803,927,5,2023-05-18
804,64,41,2024-01-30
805,584,49,2023-11-23
806,159,11,2023-12-21
807,828,40,2023-03-01
808,857,44,2023-06-02
809,431,34,2023-10-16
810,453,22,2022-09-20
811,43,22,2022-04-04
812,27,26,2023-05-07
813,17,44,2023-01-05
814,958,32,2024-01-30
815,675,27,2023-11-15
816,871,44,2024-01-11
817,699,11,2023-03-12
818,784,17,2022-04-13
819,689,26,2023-07-17
820,819,17,2023-06-25
821,978,48,2022-05-10
822,375,42,2022-12-18
823,412,12,2023-03-21
824,994,45,2023-07-24
825,232,44,2023-05-29
826,148,36,2023-08-31
827,562,42,2023-05-09
828,20,23,2023-02-16
829,308,12,2024-01-28
830,706,42,2023-01-13
831,107,17,2022-05-15
832,552,33,2023-03-05
833,793,31,2023-03-19
834,426,4,2023-03-01
835,288,3,2023-05-05
836,878,21,2023-10-18
837,223,7,2022-10-28
838,70,23,2022-05-07
839,424,18,2023-11-26
840,839,36,2022-01-30
841,573,25,2022-03-18
842,142,33,2022-10-04
843,658,40,2022-12-28
844,942,2,2023-10-27
845,849,6,2023-08-18
846,754,36,2022-08-31
847,158,2,2023-01-12
848,901,25,2023-09-16
849,10,39,2023-05-31
850,938,43,2023-06-05
851,26,19,2022-07-11
852,199,7,2023-09-25
853,132,21,2022-06-18
854,305,35,2023-12-07
855,293,12,2022-06-08
856,864,12,2022-08-02
857,165,9,2022-04-08
858,413,15,2023-09-04
859,594,35,2023-09-18
860,592,14,2022-09-03
861,662,29,2023-08-15
862,466,35,2022-12-20
863,132,29,2022-03-27
864,221,6,2023-01-10
865,25,8,2023-04-01
866,759,22,2022-04-26
867,131,30,2023-07-16
868,632,47,2022-10-04
869,100,48,2023-10-01
870,603,10,2022-03-07
871,103,23,2023-02-14
872,773,46,2023-01-12
873,92,19,2023-08-17
874,98,14,2022-09-06
875,617,1,2023-12-11
876,380,29,2022-05-04
877,969,15,2023-06-18
878,586,17,2023-12-19
879,735,27,2022-08-29
880,545,34,2023-10-17
881,844,11,2023-03-28
882,420,9,2022-12-14
883,518,30,2023-04-26
884,498,33,2022-04-08
885,895,45,2022-04-19
886,715,38,2022-12-12
887,743,10,2023-01-08
888,613,9,2022-10-14
889,188,29,2022-11-17
890,344,39,2022-07-29
891,911,3,2023-01-25
892,222,44,2023-12-05
893,719,49,2023-05-23
894,109,1,2023-10-28
895,362,1,2023-02-13
896,376,33,2022-06-04
897,703,10,2022-08-18
898,603,7,2022-07-06
899,834,3,2023-04-28
900,86,9,2023-11-18
901,406,24,2023-11-22
902,166,6,2024-01-10
903,832,26,2023-11-05
904,892,6,2023-11-21
905,237,49,2023-07-22
906,244,21,2022-04-11
907,40,50,2024-01-25
908,66,26,2023-12-09
909,981,15,2023-04-02
910,959,45,2023-10-20
911,511,37,2022-08-16
912,855,32,2022-01-26
913,318,34,2023-12-16
914,893,47,2022-10-09
915,566,17,2022-05-16
916,498,13,2023-07-26
917,46,3,2022-09-05
918,177,7,2022-02-14
919,297,10,2023-05-04
920,405,2,2023-04-05
921,428,31,2024-01-15
922,471,20,2022-12-26
923,928,13,2023-09-10
924,511,47,2022-10-13
925,96,40,2023-06-22
926,75,1,2022-08-14
927,345,33,2022-12-06
928,264,36,2022-01-12
929,289,38,2023-07-02
930,313,35,2022-04-19
931,901,47,2022-02-16
932,873,50,2022-12-23
933,108,47,2022-06-18
934,995,38,2022-06-21
935,426,40,2023-02-05
936,557,31,2023-07-07
937,82,50,2023-05-15
938,93,5,2022-02-22
939,625,13,2023-05-23
940,469,5,2022-12-29
941,165,25,2023-11-22
942,449,25,2022-06-02
943,173,18,2022-09-28
944,851,21,2022-04-05
945,398,19,2023-02-15
946,189,22,2023-07-27
947,432,13,2022-09-07
948,786,33,2023-01-11
949,383,30,2023-06-27
950,415,21,2023-11-25
951,54,45,2023-07-18
952,832,29,2023-04-27
953,889,6,2022-09-09
954,691,13,2023-06-24
955,913,45,2023-11-30
956,527,11,2022-07-04
957,603,13,2022-10-17
958,88,44,2022-01-17
959,458,24,2022-04-27
960,145,27,2022-01-22
961,98,31,2022-04-14
962,711,6,2023-12-22
963,245,21,2022-04-16
964,151,37,2023-03-31
965,216,47,2023-09-30
966,934,6,2022-07-28
967,215,43,2023-10-04
968,141,34,2023-09-21
969,817,31,2022-11-10
970,968,1,2022-04-26
971,943,18,2023-09-16
972,15,40,2023-03-22
973,551,29,2022-11-20
974,991,12,2023-03-22
975,430,42,2022-07-17
976,791,13,2022-06-12
977,269,5,2022-02-28
978,291,32,2023-10-17
979,428,15,2022-02-05
980,160,44,2023-03-30
981,170,10,2022-10-31
982,60,44,2023-02-01
983,144,22,2023-12-23
984,90,45,2023-08-30
985,310,30,2022-03-16
986,385,47,2022-12-24
987,650,21,2023-07-10
988,887,30,2022-08-26
989,311,18,2022-04-21
990,237,1,2023-08-24
991,513,16,2022-01-23
992,462,42,2023-01-29
993,18,6,2023-03-29
994,927,13,2023-09-30
995,893,41,2022-10-04
996,698,12,2022-11-22
997,518,29,2022-11-16
998,866,45,2023-06-17
999,987,36,2022-11-14
1000,735,14,2023-05-14
1001,278,24,2023-01-12
1002,302,25,2022-04-14
1003,320,18,2023-03-05
1004,889,37,2023-03-01
1005,542,12,2023-04-04
1006,23,25,2022-02-09
1007,308,40,2023-11-15
1008,619,16,2022-03-07
1009,265,23,2022-02-23
1010,666,18,2022-01-27
1011,873,31,2023-07-13
1012,124,28,2022-10-02
1013,350,34,2023-04-12
1014,118,37,2023-01-17
1015,768,8,2023-08-24
1016,282,21,2023-03-29
1017,698,29,2022-10-24
1018,203,36,2022-08-06
1019,643,9,2022-03-09
1020,704,7,2023-11-19
1021,795,11,2023-06-11
1022,110,30,2022-12-29
1023,887,22,2022-07-07
1024,744,5,2023-07-07
1025,335,2,2022-02-26
1026,569,1,2023-03-31
1027,763,21,2023-09-07
1028,9,45,2024-01-24
1029,61,23,2023-09-17
1030,36,26,2023-05-04
1031,693,27,2023-09-02
1032,97,22,2022-06-08
1033,416,35,2022-08-25
1034,20,25,2023-02-27
1035,599,16,2023-08-19
1036,636,23,2022-10-04
1037,145,38,2022-10-02
1038,734,29,2023-01-05
1039,833,41,2023-01-29
1040,945,48,2023-12-26
1041,890,1,2023-11-30
1042,772,47,2023-11-12
1043,196,2,2023-03-11
1044,950,40,2022-02-03
1045,526,40,2022-02-01
1046,990,10,2023-04-23
1047,908,16,2023-07-10
1048,347,2,2023-09-03
1049,56,25,2023-08-04
1050,761,41,2023-02-03
1051,243,3,2023-11-22
1052,440,27,2023-10-13
1053,913,3,2023-05-23
1054,854,16,2023-06-22
1055,968,19,2023-09-14
1056,186,42,2022-09-28
1057,287,2,2023-07-22
1058,882,26,2023-08-20
1059,746,43,2023-11-15
1060,492,12,2022-03-11
1061,821,32,2022-12-04
1062,91,41,2022-12-31
1063,740,33,2022-04-23
1064,732,19,2023-11-13
1065,57,47,2022-10-24
1066,925,32,2022-06-17
1067,991,11,2023-05-11
1068,49,43,2024-01-07
